employee_id,user_id,name,gender,blood_group,marital_status,national_id,tin_number,phone_number,personal_email,work_email,present_address,permanent_address,university,degree,cgpa,dept_id,job_id,job_title,job_level,work_mode,joining_date,status,exit_date,exit_reason,current_salary,manager_id,dob
612,User_612,Arif Sarkar,Male,A+,Married,20019708340317,632419561954,8801515688668,arif.sarkar19@gmail.com,arif.sarkar612@banglabazaar.com,"House 70, Road 9, Bashundhara, Dhaka","Village: Sarkarpur, District: Comilla",BUET,BSc in CSE,3.23,3,301,Production Assistant,1,On-Site,2023-06-14,Active,,,16842,,2000-12-20
613,User_613,Fahad Khandaker,Male,B+,Married,19927198568057,182723805912,8801934389497,fahad.khandaker84@gmail.com,fahad.khandaker613@banglabazaar.com,"House 102, Road 17, Badda, Dhaka","Village: Khandakerpur, District: Tangail",East West University,B.Sc in EEE,2.51,3,301,Production Assistant,1,On-Site,2017-11-12,Active,,,15247,,1995-09-12
614,User_614,Riad Molla,Male,B+,Single,19896067845367,601244260255,8801321713192,riad.molla59@gmail.com,riad.molla614@banglabazaar.com,"House 124, Road 2, Baridhara, Dhaka","Village: Mollapur, District: Barisal",BUET,B.Com,3.62,3,302,Machine Operator,1,On-Site,2021-01-26,Active,,,25505,,1996-08-30
615,User_615,Nahida Majumder,Female,B+,Married,20011175787382,122615193661,8801737000904,nahida.majumder15@gmail.com,nahida.majumder615@banglabazaar.com,"House 145, Road 19, Dhanmondi, Dhaka","Village: Majumderpur, District: Pabna",AUST,BSc in CSE,3.72,2,202,Procurement Officer,2,Hybrid,2022-04-13,Active,,,46627,911.0,1995-11-10
616,User_616,Rahim Ali,Male,O+,Married,19836405816791,504406379099,8801365985919,rahim.ali37@gmail.com,rahim.ali616@banglabazaar.com,"House 28, Road 27, Mirpur, Dhaka","Village: Alipur, District: Sylhet",AIUB,B.Com,2.91,3,301,Production Assistant,1,On-Site,2021-11-01,Active,,,15596,,1998-09-15
617,User_617,Jamil Pramanik,Male,B+,Married,19948675273933,828679814723,8801329560751,jamil.pramanik74@gmail.com,jamil.pramanik617@banglabazaar.com,"House 103, Road 21, Mirpur, Dhaka","Village: Pramanikpur, District: Pabna",IUB,B.Com,2.93,5,501,Admin Assistant,1,Hybrid,2021-12-22,Active,,,26697,,1997-01-20
618,User_618,Taijul Akond,Male,O-,Married,19982732426028,599486235267,8801751623786,taijul.akond62@gmail.com,taijul.akond618@banglabazaar.com,"House 115, Road 20, Rampura, Dhaka","Village: Akondpur, District: Khulna",East West University,M.Com,3.85,5,501,Admin Assistant,1,Hybrid,2016-06-10,Active,,,28242,,1993-12-17
619,User_619,Nahida Islam,Female,A+,Single,19961187162620,682137746127,8801822618501,nahida.islam40@gmail.com,nahida.islam619@banglabazaar.com,"House 78, Road 7, Uttara, Dhaka","Village: Islampur, District: Jessore",SUST,BSc in CSE,2.94,3,301,Production Assistant,1,On-Site,2021-08-26,Active,,,16715,,1997-09-20
620,User_620,Bulbul Gazi,Male,B+,Married,19921275687290,392620062657,8801649403134,bulbul.gazi73@gmail.com,bulbul.gazi620@banglabazaar.com,"House 8, Road 12, Mirpur, Dhaka","Village: Gazipur, District: Comilla",BRAC University,BSc in CSE,3.74,3,301,Production Assistant,1,On-Site,2020-07-19,Active,,,16330,,1996-01-13
621,User_621,Rumana Rahman,Female,O-,Married,19888858341034,111704170085,8801634366986,rumana.rahman44@gmail.com,rumana.rahman621@banglabazaar.com,"House 107, Road 3, Gulshan, Dhaka","Village: Rahmanpur, District: Comilla",IUB,BSS in Economics,3.36,4,403,Key Account Manager,3,Hybrid,2020-06-12,Active,,,85693,37.0,1989-07-22
622,User_622,Mominul Haque,Male,B+,Married,19916009339943,458885506824,8801799040457,mominul.haque26@gmail.com,mominul.haque622@banglabazaar.com,"House 12, Road 13, Rampura, Dhaka","Village: Haquepur, District: Noakhali",Dhaka University,B.Com,3.23,1,101,IT Support Specialist,1,Hybrid,2018-04-11,Active,,,33516,,1995-09-01
623,User_623,Riad Munshi,Male,B+,Single,19947059701223,317950266293,8801631954908,riad.munshi63@gmail.com,riad.munshi623@banglabazaar.com,"House 107, Road 24, Gulshan, Dhaka","Village: Munshipur, District: Chittagong",East West University,BSc in CSE,2.75,6,602,Senior Technician,2,On-Site,2023-03-07,Active,,,35041,220.0,1993-08-05
624,User_624,Zahid Akond,Male,B+,Married,19804460919459,937603625859,8801398102737,zahid.akond96@gmail.com,zahid.akond624@banglabazaar.com,"House 148, Road 19, Rampura, Dhaka","Village: Akondpur, District: Rangpur",IUB,BSc in CSE,3.53,2,202,Procurement Officer,2,Hybrid,2019-06-01,Active,,,46756,1056.0,1991-11-04
625,User_625,Rumana Das,Female,A+,Single,19899370683773,840881140156,8801920913769,rumana.das85@gmail.com,rumana.das625@banglabazaar.com,"House 131, Road 29, Baridhara, Dhaka","Village: Daspur, District: Rangpur",AIUB,MBA,3.16,6,601,Support Staff,1,On-Site,2020-08-30,Active,,,16257,,1995-07-31
626,User_626,Akram Munshi,Male,B+,Single,19921574064620,376017154939,8801662984058,akram.munshi60@gmail.com,akram.munshi626@banglabazaar.com,"House 80, Road 13, Bashundhara, Dhaka","Village: Munshipur, District: Mymensingh",Rajshahi University,B.Sc in EEE,2.94,3,302,Machine Operator,1,On-Site,2016-06-13,Active,,,26321,,1992-09-03
627,User_627,Akram Das,Male,O+,Married,19956892829386,361437509928,8801454199648,akram.das59@gmail.com,akram.das627@banglabazaar.com,"House 111, Road 4, Bashundhara, Dhaka","Village: Daspur, District: Faridpur",East West University,BSc in CSE,3.09,3,301,Production Assistant,1,On-Site,2017-03-06,Resigned,2019-12-14,Better Salary,15577,,1994-05-26
628,User_628,Murshida Patwary,Female,B+,Married,19976260231989,496960082637,8801626301879,murshida.patwary72@gmail.com,murshida.patwary628@banglabazaar.com,"House 56, Road 24, Mohammadpur, Dhaka","Village: Patwarypur, District: Khulna",SUST,B.Com,3.77,3,301,Production Assistant,1,On-Site,2022-04-04,Active,,,15849,,1998-03-18
629,User_629,Rabeya Rahman,Female,A+,Married,19875818297671,407133043561,8801645056117,rabeya.rahman37@gmail.com,rabeya.rahman629@banglabazaar.com,"House 130, Road 23, Gulshan, Dhaka","Village: Rahmanpur, District: Rangpur",BRAC University,M.Com,3.01,3,302,Machine Operator,1,On-Site,2022-08-26,Active,,,27945,,2000-06-10
630,User_630,Sumon Pal,Male,B+,Single,19948552562989,836210876597,8801525914571,sumon.pal90@gmail.com,sumon.pal630@banglabazaar.com,"House 136, Road 29, Bashundhara, Dhaka","Village: Palpur, District: Mymensingh",BRAC University,BSc in CSE,3.87,1,104,Engineering Manager,4,Hybrid,2018-07-06,Active,,,190124,,1981-01-13
631,User_631,Bonna Barua,Female,B+,Married,19888666251150,489481544412,8801329667697,bonna.barua89@gmail.com,bonna.barua631@banglabazaar.com,"House 35, Road 15, Mirpur, Dhaka","Village: Baruapur, District: Bogra",Chittagong University,BSc in CSE,3.24,6,601,Support Staff,1,On-Site,2015-12-18,Active,,,17764,,1992-06-08
632,User_632,Riad Chowdhury,Male,B+,Divorced,20008339603538,413407260424,8801853850777,riad.chowdhury40@gmail.com,riad.chowdhury632@banglabazaar.com,"House 125, Road 7, Gulshan, Dhaka","Village: Chowdhurypur, District: Sylhet",East West University,BSc in CSE,3.82,3,301,Production Assistant,1,On-Site,2021-05-28,Active,,,16181,,1998-02-06
633,User_633,Mashrafe Patwary,Male,B+,Divorced,20007793495777,181780467575,8801493618930,mashrafe.patwary80@gmail.com,mashrafe.patwary633@banglabazaar.com,"House 34, Road 2, Baridhara, Dhaka","Village: Patwarypur, District: Noakhali",North South University,MSc in CSE,2.82,4,401,Sales Associate,1,Hybrid,2020-09-17,Active,,,22711,,1995-02-09
634,User_634,Tawhid Talukder,Male,A+,Married,19985206785225,605706989756,8801793642488,tawhid.talukder20@gmail.com,tawhid.talukder634@banglabazaar.com,"House 9, Road 2, Badda, Dhaka","Village: Talukderpur, District: Comilla",AUST,BSc in CSE,3.82,2,201,Warehouse Associate,1,Hybrid,2020-10-31,Active,,,21466,,1996-12-18
635,User_635,Tasnim Munshi,Female,B+,Single,19884931357564,301467261917,8801327156505,tasnim.munshi44@gmail.com,tasnim.munshi635@banglabazaar.com,"House 50, Road 18, Badda, Dhaka","Village: Munshipur, District: Chittagong",AUST,BSS in Economics,2.75,1,101,IT Support Specialist,1,Hybrid,2022-03-27,Active,,,31227,,1999-07-08
636,User_636,Mehidy Khan,Male,O+,Married,19993607020569,389955361601,8801813798427,mehidy.khan82@gmail.com,mehidy.khan636@banglabazaar.com,"House 11, Road 16, Gulshan, Dhaka","Village: Khanpur, District: Rangpur",Rajshahi University,B.Sc in EEE,3.11,6,601,Support Staff,1,On-Site,2018-03-21,Active,,,16369,,1996-01-27
637,User_637,Tamim Munshi,Male,O+,Married,19847105406070,216070960750,8801727054666,tamim.munshi42@gmail.com,tamim.munshi637@banglabazaar.com,"House 82, Road 17, Mirpur, Dhaka","Village: Munshipur, District: Sylhet",East West University,B.Com,2.55,3,302,Machine Operator,1,On-Site,2023-07-15,Active,,,28175,,1999-03-07
638,User_638,Taijul Ahmed,Male,B+,Divorced,20013465424653,314635765571,8801769203543,taijul.ahmed74@gmail.com,taijul.ahmed638@banglabazaar.com,"House 98, Road 11, Mirpur, Dhaka","Village: Ahmedpur, District: Sylhet",BRAC University,MSc in CSE,3.0,4,401,Sales Associate,1,Hybrid,2021-06-27,Active,,,23136,,1996-01-18
639,User_639,Fahima Mridha,Female,B+,Married,19884760437602,752038720801,8801729848706,fahima.mridha55@gmail.com,fahima.mridha639@banglabazaar.com,"House 134, Road 28, Bashundhara, Dhaka","Village: Mridhapur, District: Chittagong",BRAC University,B.Com,3.28,4,402,Sales Executive,2,Hybrid,2015-09-19,Resigned,2017-08-02,Better Salary,46090,501.0,1987-06-25
640,User_640,Ritu Sheikh,Female,O+,Married,19869817734302,242064060426,8801544943127,ritu.sheikh68@gmail.com,ritu.sheikh640@banglabazaar.com,"House 89, Road 15, Gulshan, Dhaka","Village: Sheikhpur, District: Faridpur",AIUB,MBA,2.8,4,401,Sales Associate,1,Hybrid,2022-11-14,Active,,,24371,,1996-02-01
641,User_641,Suraiya Patwary,Female,B+,Married,19895331317938,976264535183,8801885798314,suraiya.patwary45@gmail.com,suraiya.patwary641@banglabazaar.com,"House 13, Road 28, Mohammadpur, Dhaka","Village: Patwarypur, District: Sylhet",BRAC University,B.Sc in EEE,3.17,3,303,Quality Control Engineer,2,On-Site,2020-04-13,Active,,,45217,175.0,1993-05-01
642,User_642,Jamal Sheikh,Male,B+,Single,19852061038041,480647777561,8801922079252,jamal.sheikh55@gmail.com,jamal.sheikh642@banglabazaar.com,"House 91, Road 26, Badda, Dhaka","Village: Sheikhpur, District: Dhaka",BRAC University,MBA,2.9,1,101,IT Support Specialist,1,Hybrid,2017-01-31,Active,,,32954,,1992-03-25
643,User_643,Ahmed Mridha,Male,O+,Married,19977462976923,471768027578,8801538456778,ahmed.mridha55@gmail.com,ahmed.mridha643@banglabazaar.com,"House 144, Road 22, Rampura, Dhaka","Village: Mridhapur, District: Noakhali",BRAC University,BSS in Economics,3.08,4,401,Sales Associate,1,Hybrid,2021-06-10,Active,,,24600,,1996-07-23
644,User_644,Babar Bhuiyan,Male,B+,Married,20014371204654,355988314691,8801594709320,babar.bhuiyan10@gmail.com,babar.bhuiyan644@banglabazaar.com,"House 40, Road 15, Banani, Dhaka","Village: Bhuiyanpur, District: Khulna",BUET,BSc in CSE,3.6,6,602,Senior Technician,2,On-Site,2023-01-20,Active,,,37502,512.0,1995-05-12
645,User_645,Rafiq Akond,Male,B+,Single,19854211846022,233088571879,8801615141477,rafiq.akond25@gmail.com,rafiq.akond645@banglabazaar.com,"House 99, Road 20, Gulshan, Dhaka","Village: Akondpur, District: Noakhali",Dhaka University,BBA,3.17,2,201,Warehouse Associate,1,Hybrid,2020-11-09,Active,,,21769,,1997-12-18
646,User_646,Karim Molla,Male,O-,Married,19955908445965,823347101375,8801441795736,karim.molla65@gmail.com,karim.molla646@banglabazaar.com,"House 57, Road 8, Badda, Dhaka","Village: Mollapur, District: Rangpur",AUST,MSc in CSE,3.27,3,301,Production Assistant,1,On-Site,2020-08-11,Active,,,16088,,1994-12-07
647,User_647,Arif Molla,Male,A+,Married,19924895480566,382712365788,8801346187120,arif.molla95@gmail.com,arif.molla647@banglabazaar.com,"House 20, Road 9, Malibagh, Dhaka","Village: Mollapur, District: Rajshahi",SUST,BSS in Economics,3.71,1,102,Software Engineer,2,Hybrid,2022-11-10,Active,,,63783,606.0,1993-09-05
648,User_648,Mominul Rahman,Male,B+,Married,19905666153161,357826766144,8801923438878,mominul.rahman86@gmail.com,mominul.rahman648@banglabazaar.com,"House 7, Road 2, Mirpur, Dhaka","Village: Rahmanpur, District: Barisal",Chittagong University,MSc in CSE,3.84,3,304,Production Supervisor,3,On-Site,2020-12-22,Resigned,2023-05-10,Better Salary,87856,,1986-09-18
649,User_649,Bulbul Sarkar,Male,B+,Married,20017234443485,660279815366,8801862490381,bulbul.sarkar93@gmail.com,bulbul.sarkar649@banglabazaar.com,"House 51, Road 4, Mirpur, Dhaka","Village: Sarkarpur, District: Dhaka",SUST,MBA,3.76,3,301,Production Assistant,1,On-Site,2016-04-09,Active,,,15035,,1989-07-21
650,User_650,Sajid Akond,Male,B+,Single,19925957605068,596573401672,8801512874077,sajid.akond27@gmail.com,sajid.akond650@banglabazaar.com,"House 140, Road 29, Rampura, Dhaka","Village: Akondpur, District: Dhaka",BRAC University,BBA,2.89,1,103,Senior Software Engineer,3,Hybrid,2021-09-21,Active,,,101693,866.0,1989-12-06
651,User_651,Panna Molla,Female,A+,Married,20006881145151,223544320126,8801457361631,panna.molla21@gmail.com,panna.molla651@banglabazaar.com,"House 38, Road 9, Gulshan, Dhaka","Village: Mollapur, District: Comilla",Chittagong University,BBA,2.79,4,401,Sales Associate,1,Hybrid,2019-04-16,Active,,,22914,,1995-07-04
652,User_652,Fariha Mia,Female,A+,Single,19878633895243,379511541671,8801470520694,fariha.mia94@gmail.com,fariha.mia652@banglabazaar.com,"House 127, Road 22, Mohammadpur, Dhaka","Village: Miapur, District: Mymensingh",BRAC University,M.Com,2.93,6,601,Support Staff,1,On-Site,2021-03-11,Active,,,17298,,1997-09-29
653,User_653,Jamal Sarkar,Male,B+,Single,19898423376657,310046185015,8801323120225,jamal.sarkar38@gmail.com,jamal.sarkar653@banglabazaar.com,"House 137, Road 25, Bashundhara, Dhaka","Village: Sarkarpur, District: Comilla",IUB,MSc in CSE,2.58,2,201,Warehouse Associate,1,Hybrid,2019-01-19,Active,,,22875,,1993-06-11
654,User_654,Soumya Gazi,Male,O+,Married,19969564256690,817815625710,8801626868509,soumya.gazi51@gmail.com,soumya.gazi654@banglabazaar.com,"House 103, Road 1, Baridhara, Dhaka","Village: Gazipur, District: Faridpur",BRAC University,MBA,3.18,1,103,Senior Software Engineer,3,Hybrid,2020-03-30,Active,,,102164,5.0,1987-03-25
655,User_655,Tawhid Dewan,Male,B-,Single,19908960325975,101681672207,8801655989778,tawhid.dewan52@gmail.com,tawhid.dewan655@banglabazaar.com,"House 47, Road 14, Mohammadpur, Dhaka","Village: Dewanpur, District: Chittagong",East West University,BSc in CSE,2.61,4,401,Sales Associate,1,Hybrid,2019-11-21,Resigned,2020-07-28,Personal Issue,22069,,1996-03-04
656,User_656,Tawhid Chakma,Male,O+,Single,19996190124087,135834832701,8801648723382,tawhid.chakma95@gmail.com,tawhid.chakma656@banglabazaar.com,"House 77, Road 24, Uttara, Dhaka","Village: Chakmapur, District: Barisal",SUST,MSc in CSE,2.63,3,301,Production Assistant,1,On-Site,2021-06-30,Resigned,2022-02-23,Work Pressure,15101,,1997-01-31
657,User_657,Jannat Biswas,Female,B+,Married,19879461162776,948708218728,8801827390971,jannat.biswas73@gmail.com,jannat.biswas657@banglabazaar.com,"House 70, Road 2, Mirpur, Dhaka","Village: Biswaspur, District: Chittagong",Rajshahi University,MBA,3.15,3,301,Production Assistant,1,On-Site,2020-07-10,Active,,,15660,,1996-02-15
658,User_658,Bulbul Patwary,Male,O+,Married,19921849093126,770089214890,8801944413615,bulbul.patwary26@gmail.com,bulbul.patwary658@banglabazaar.com,"House 149, Road 27, Uttara, Dhaka","Village: Patwarypur, District: Jessore",IUB,MSc in CSE,2.57,4,402,Sales Executive,2,Hybrid,2020-05-21,Active,,,44171,51.0,1989-04-17
659,User_659,Murshida Dewan,Female,AB+,Single,19923294341279,671551342761,8801559994276,murshida.dewan71@gmail.com,murshida.dewan659@banglabazaar.com,"House 111, Road 19, Gulshan, Dhaka","Village: Dewanpur, District: Tangail",SUST,BBA,2.54,3,301,Production Assistant,1,On-Site,2021-03-30,Active,,,17034,,1998-09-25
660,User_660,Babar Chakma,Male,O+,Divorced,19941254027718,262521794109,8801832087705,babar.chakma45@gmail.com,babar.chakma660@banglabazaar.com,"House 26, Road 23, Bashundhara, Dhaka","Village: Chakmapur, District: Jessore",AUST,MSc in CSE,3.51,3,302,Machine Operator,1,On-Site,2015-10-26,Active,,,28120,,1990-10-25
661,User_661,Nusrat Howlader,Female,A+,Single,19854196835408,645566317251,8801411074670,nusrat.howlader54@gmail.com,nusrat.howlader661@banglabazaar.com,"House 80, Road 23, Uttara, Dhaka","Village: Howladerpur, District: Rangpur",North South University,MBA,2.81,1,101,IT Support Specialist,1,Hybrid,2016-09-29,Active,,,33458,,1991-12-02
662,User_662,Fahad Sarkar,Male,B+,Married,19815659535837,658773988893,8801466683661,fahad.sarkar83@gmail.com,fahad.sarkar662@banglabazaar.com,"House 141, Road 29, Badda, Dhaka","Village: Sarkarpur, District: Khulna",BUET,MSc in CSE,3.03,4,402,Sales Executive,2,Hybrid,2020-11-07,Active,,,46385,1255.0,1989-10-29
663,User_663,Nusrat Bepari,Female,A+,Divorced,19928458342643,110380620596,8801677901146,nusrat.bepari70@gmail.com,nusrat.bepari663@banglabazaar.com,"House 18, Road 2, Bashundhara, Dhaka","Village: Beparipur, District: Khulna",Chittagong University,MBA,2.83,4,403,Key Account Manager,3,Hybrid,2020-11-30,Active,,,81205,1104.0,1987-05-21
664,User_664,Mehidy Roy,Male,B+,Single,19963202750871,943147365964,8801535778642,mehidy.roy73@gmail.com,mehidy.roy664@banglabazaar.com,"House 1, Road 21, Mohammadpur, Dhaka","Village: Roypur, District: Barisal",North South University,MBA,2.69,3,302,Machine Operator,1,On-Site,2021-11-11,Active,,,27319,,1995-07-17
665,User_665,Ahmed Marma,Male,A-,Married,19971320409860,680425985169,8801615844630,ahmed.marma76@gmail.com,ahmed.marma665@banglabazaar.com,"House 107, Road 4, Mohammadpur, Dhaka","Village: Marmapur, District: Jessore",Chittagong University,B.Sc in EEE,3.73,3,301,Production Assistant,1,On-Site,2019-08-31,Active,,,16618,,1996-11-12
666,User_666,Sharmin Roy,Female,O+,Married,19869169125980,957137794973,8801540595041,sharmin.roy73@gmail.com,sharmin.roy666@banglabazaar.com,"House 52, Road 14, Mohammadpur, Dhaka","Village: Roypur, District: Dhaka",BUET,BBA,3.39,3,301,Production Assistant,1,On-Site,2016-11-21,Active,,,16901,,1993-03-12
667,User_667,Sonia Ali,Female,B+,Single,19837106459145,584296443523,8801596763012,sonia.ali96@gmail.com,sonia.ali667@banglabazaar.com,"House 50, Road 24, Malibagh, Dhaka","Village: Alipur, District: Dhaka",East West University,MBA,3.03,3,301,Production Assistant,1,On-Site,2022-04-27,Active,,,16631,,1996-09-14
668,User_668,Babar Mia,Male,O+,Married,19984979080919,385308920003,8801769441663,babar.mia14@gmail.com,babar.mia668@banglabazaar.com,"House 78, Road 23, Badda, Dhaka","Village: Miapur, District: Dhaka",BRAC University,MBA,2.55,6,602,Senior Technician,2,On-Site,2021-12-11,Active,,,36850,323.0,1989-12-23
669,User_669,Hasibul Rahman,Male,A+,Married,19808914517546,191444989593,8801429867193,hasibul.rahman24@gmail.com,hasibul.rahman669@banglabazaar.com,"House 62, Road 5, Dhanmondi, Dhaka","Village: Rahmanpur, District: Comilla",AUST,BBA,2.99,3,302,Machine Operator,1,On-Site,2022-04-13,Active,,,27787,,1998-05-08
670,User_670,Mustafizur Barua,Male,B+,Married,19996145506454,758123094673,8801623401464,mustafizur.barua92@gmail.com,mustafizur.barua670@banglabazaar.com,"House 100, Road 12, Mohammadpur, Dhaka","Village: Baruapur, District: Comilla",BRAC University,BSc in CSE,2.58,5,501,Admin Assistant,1,Hybrid,2023-03-06,Active,,,28671,,2000-08-17
671,User_671,Fariha Bhuiyan,Female,AB+,Single,19921306708540,938041437365,8801833151043,fariha.bhuiyan57@gmail.com,fariha.bhuiyan671@banglabazaar.com,"House 109, Road 11, Mirpur, Dhaka","Village: Bhuiyanpur, District: Sylhet",BUET,MBA,3.46,5,501,Admin Assistant,1,Hybrid,2015-11-06,Active,,,27385,,1990-07-10
672,User_672,Sanjida Haque,Female,B+,Single,20006333152653,933053976366,8801813387569,sanjida.haque92@gmail.com,sanjida.haque672@banglabazaar.com,"House 98, Road 23, Dhanmondi, Dhaka","Village: Haquepur, District: Mymensingh",BRAC University,B.Sc in EEE,3.57,3,301,Production Assistant,1,On-Site,2022-05-02,Active,,,17123,,1997-09-30
673,User_673,Babar Haque,Male,B+,Married,19967375352231,652139907772,8801824225563,babar.haque68@gmail.com,babar.haque673@banglabazaar.com,"House 69, Road 12, Uttara, Dhaka","Village: Haquepur, District: Comilla",SUST,BSc in CSE,3.7,3,301,Production Assistant,1,On-Site,2022-07-29,Active,,,16435,,2000-04-06
674,User_674,Zahid Marma,Male,B+,Single,19925412098346,795138465669,8801332364997,zahid.marma29@gmail.com,zahid.marma674@banglabazaar.com,"House 99, Road 21, Gulshan, Dhaka","Village: Marmapur, District: Chittagong",North South University,B.Com,2.87,6,601,Support Staff,1,On-Site,2020-08-22,Active,,,17741,,1998-08-10
675,User_675,Fahima Rahman,Female,A+,Married,19859517585370,459531838479,8801669914471,fahima.rahman42@gmail.com,fahima.rahman675@banglabazaar.com,"House 82, Road 14, Dhanmondi, Dhaka","Village: Rahmanpur, District: Noakhali",BUET,BBA,2.8,5,504,Head of HR,5,Hybrid,2021-04-23,Active,,,222199,426.0,1980-03-15
676,User_676,Kamal Khandaker,Male,O+,Single,19838252823974,166131015567,8801422387292,kamal.khandaker86@gmail.com,kamal.khandaker676@banglabazaar.com,"House 107, Road 28, Uttara, Dhaka","Village: Khandakerpur, District: Jessore",IUB,BSS in Economics,3.74,2,201,Warehouse Associate,1,Hybrid,2021-08-10,Active,,,21279,,1997-12-18
677,User_677,Akram Alam,Male,AB+,Married,19982724296030,843202924516,8801441226981,akram.alam60@gmail.com,akram.alam677@banglabazaar.com,"House 131, Road 20, Mohammadpur, Dhaka","Village: Alampur, District: Bogra",Rajshahi University,MBA,3.47,3,304,Production Supervisor,3,On-Site,2020-06-23,Active,,,88332,,1987-07-01
678,User_678,Jamal Ahmed,Male,B+,Married,19937470831353,697498356217,8801887331385,jamal.ahmed69@gmail.com,jamal.ahmed678@banglabazaar.com,"House 48, Road 16, Mirpur, Dhaka","Village: Ahmedpur, District: Comilla",East West University,BBA,3.62,1,103,Senior Software Engineer,3,Hybrid,2021-06-10,Resigned,2022-03-16,Work Pressure,104189,630.0,1990-10-09
679,User_679,Sobhana Chakma,Female,B+,Single,19876893190062,362191960889,8801423246692,sobhana.chakma27@gmail.com,sobhana.chakma679@banglabazaar.com,"House 41, Road 10, Uttara, Dhaka","Village: Chakmapur, District: Khulna",Dhaka University,M.Com,3.03,2,202,Procurement Officer,2,Hybrid,2022-03-25,Active,,,50270,1108.0,1995-03-23
680,User_680,Soumya Sheikh,Male,A+,Married,19808432795360,601201749173,8801635749573,soumya.sheikh51@gmail.com,soumya.sheikh680@banglabazaar.com,"House 76, Road 2, Mohammadpur, Dhaka","Village: Sheikhpur, District: Sylhet",BUET,MSc in CSE,3.42,3,302,Machine Operator,1,On-Site,2018-10-07,Active,,,27140,,1993-09-09
681,User_681,Liton Bhuiyan,Male,B+,Single,19862221958322,433362839255,8801745494744,liton.bhuiyan63@gmail.com,liton.bhuiyan681@banglabazaar.com,"House 141, Road 7, Banani, Dhaka","Village: Bhuiyanpur, District: Tangail",BUET,BBA,3.54,6,602,Senior Technician,2,On-Site,2023-07-06,Active,,,37449,778.0,1994-03-31
682,User_682,Tamim Mia,Male,A+,Single,19867337709948,933850119645,8801980373974,tamim.mia14@gmail.com,tamim.mia682@banglabazaar.com,"House 78, Road 3, Bashundhara, Dhaka","Village: Miapur, District: Pabna",Rajshahi University,MSc in CSE,2.77,1,101,IT Support Specialist,1,Hybrid,2020-05-03,Resigned,2021-11-03,Relocation,30949,,1993-07-16
683,User_683,Soumya Khan,Male,O+,Married,19812167078753,759379632793,8801519065034,soumya.khan53@gmail.com,soumya.khan683@banglabazaar.com,"House 86, Road 13, Mirpur, Dhaka","Village: Khanpur, District: Rajshahi",North South University,BBA,3.18,3,301,Production Assistant,1,On-Site,2023-10-05,Active,,,16125,,1998-11-14
684,User_684,Sharmin Alam,Female,B-,Single,20003746168900,306754364278,8801818373144,sharmin.alam81@gmail.com,sharmin.alam684@banglabazaar.com,"House 40, Road 26, Malibagh, Dhaka","Village: Alampur, District: Dhaka",North South University,MSc in CSE,3.54,3,303,Quality Control Engineer,2,On-Site,2023-05-13,Active,,,47967,307.0,1995-01-06
685,User_685,Suraiya Gazi,Female,B+,Single,19923226535148,133001276803,8801377593263,suraiya.gazi41@gmail.com,suraiya.gazi685@banglabazaar.com,"House 87, Road 10, Gulshan, Dhaka","Village: Gazipur, District: Rangpur",SUST,MBA,3.55,1,101,IT Support Specialist,1,Hybrid,2016-01-02,Active,,,33840,,1991-11-22
686,User_686,Jamil Biswas,Male,A+,Single,19816927844691,675911941183,8801528886414,jamil.biswas11@gmail.com,jamil.biswas686@banglabazaar.com,"House 60, Road 27, Dhanmondi, Dhaka","Village: Biswaspur, District: Dhaka",East West University,M.Com,3.66,4,401,Sales Associate,1,Hybrid,2020-10-22,Active,,,24026,,1998-09-20
687,User_687,Hassan Alam,Male,B+,Single,20005413089429,253728087469,8801668904078,hassan.alam86@gmail.com,hassan.alam687@banglabazaar.com,"House 27, Road 14, Mirpur, Dhaka","Village: Alampur, District: Rangpur",Dhaka University,M.Com,3.29,3,301,Production Assistant,1,On-Site,2015-04-27,Active,,,15508,,1992-11-14
688,User_688,Salma Molla,Female,B+,Married,19898000902982,898409197907,8801946200201,salma.molla82@gmail.com,salma.molla688@banglabazaar.com,"House 109, Road 6, Dhanmondi, Dhaka","Village: Mollapur, District: Faridpur",Dhaka University,M.Com,3.06,4,401,Sales Associate,1,Hybrid,2020-12-06,Resigned,2023-07-15,Better Salary,23496,,1998-09-23
689,User_689,Luna Talukder,Female,O+,Single,19923987410436,303210159545,8801741968062,luna.talukder85@gmail.com,luna.talukder689@banglabazaar.com,"House 55, Road 17, Uttara, Dhaka","Village: Talukderpur, District: Mymensingh",IUB,B.Sc in EEE,3.32,3,302,Machine Operator,1,On-Site,2022-01-10,Active,,,25877,,1997-09-16
690,User_690,Nasir Gazi,Male,B+,Married,19978722925502,315672935157,8801392424137,nasir.gazi80@gmail.com,nasir.gazi690@banglabazaar.com,"House 121, Road 5, Baridhara, Dhaka","Village: Gazipur, District: Rangpur",Chittagong University,BBA,3.83,5,501,Admin Assistant,1,Hybrid,2020-03-22,Active,,,27286,,1996-04-16
691,User_691,Sharmin Munshi,Female,B+,Divorced,19842822772979,122531306152,8801771438143,sharmin.munshi46@gmail.com,sharmin.munshi691@banglabazaar.com,"House 29, Road 26, Dhanmondi, Dhaka","Village: Munshipur, District: Khulna",East West University,B.Com,3.63,3,301,Production Assistant,1,On-Site,2016-07-17,Resigned,2019-09-06,Relocation,16808,,1994-06-22
